,Income,Dt_Customer,Recency,WinesProducts,FruitsProducts,MeatProducts,FishProducts,SweetProducts,GoldProducts,NumWebVisitsMonth,Complain,Z_CostContact,Z_Revenue,Response,Spending,Total_Purchase,NumberofChildren,TotalCampaignsAcc,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Widow
237,102692.0,18,5,168,148,444,32,172,148,2,0,3,11,1,1112,29,0,4,0,1,0,0,1,0,0,0
238,26490.0,24,92,45,47,52,21,20,25,6,0,3,11,0,210,11,0,0,0,0,1,0,0,1,0,0
239,75702.0,25,77,650,28,353,45,42,30,8,0,3,11,0,1148,26,2,0,0,1,0,0,0,1,0,0
240,30899.0,24,35,24,0,8,0,0,1,6,0,3,11,0,33,6,1,0,0,0,0,1,0,0,1,0
241,63342.0,23,48,918,21,118,13,10,21,6,0,3,11,0,1101,19,1,1,0,0,0,1,0,1,0,0
242,45989.0,23,97,138,33,87,28,24,12,3,0,3,11,0,322,16,1,0,0,1,0,0,0,0,1,0
243,18701.0,16,95,12,4,2,10,6,10,5,0,3,11,0,44,10,2,0,0,1,0,0,0,0,1,0
244,40737.0,10,24,11,0,4,0,0,2,8,0,3,11,0,17,4,3,0,0,0,0,1,0,0,1,0
245,15287.0,24,60,1,2,8,4,3,13,7,0,3,11,1,31,6,1,1,0,1,0,0,1,0,0,0
246,69674.0,16,46,554,41,215,11,0,24,5,0,3,11,0,845,25,2,0,0,0,0,1,1,0,0,0
247,44159.0,3,85,167,2,62,24,13,7,5,0,3,11,0,275,15,1,0,0,0,1,0,0,1,0,0
248,37717.0,22,31,9,0,6,4,1,5,9,0,3,11,0,25,4,1,0,0,0,0,1,0,1,0,0
249,43776.0,20,9,177,2,71,3,2,20,8,0,3,11,1,275,17,2,0,0,0,1,0,0,1,0,0
250,38179.0,18,30,38,4,22,4,2,20,7,0,3,11,0,90,11,2,0,0,0,1,0,0,1,0,0
251,80124.0,3,47,483,84,398,205,84,241,1,0,3,11,0,1495,19,0,1,0,1,0,0,0,1,0,0
252,38097.0,24,70,77,2,35,0,1,69,7,0,3,11,1,184,11,2,1,0,0,0,1,0,1,0,0
253,72940.0,15,13,182,74,298,162,149,116,1,0,3,11,0,981,13,0,0,0,1,0,0,0,1,0,0
254,22070.0,12,11,10,7,19,8,2,21,6,0,3,11,0,67,8,1,0,0,1,0,0,0,1,0,0
255,69267.0,24,31,778,44,499,95,73,146,7,0,3,11,1,1635,14,0,0,0,1,0,0,0,0,1,0
256,31788.0,6,15,16,7,23,0,8,6,5,1,3,11,0,60,10,1,0,0,0,1,0,0,0,1,0
257,61905.0,8,2,167,0,43,6,2,13,5,0,3,11,0,231,12,1,0,0,0,0,1,0,1,0,0
258,29315.0,6,55,13,2,14,8,7,4,6,0,3,11,0,48,10,2,0,0,1,0,0,0,1,0,0
259,33378.0,20,38,33,6,40,3,7,10,7,0,3,11,0,99,9,2,0,0,1,0,0,1,0,0,0
260,66313.0,12,86,625,7,99,10,22,7,4,0,3,11,0,770,23,1,0,0,0,0,1,0,1,0,0
261,60714.0,20,56,216,162,224,101,92,162,5,0,3,11,1,957,23,0,0,0,1,0,0,0,0,1,0
262,77882.0,5,29,68,129,396,188,22,15,1,0,3,11,0,818,12,0,0,0,0,1,0,0,1,0,0
263,69867.0,18,30,196,0,512,33,130,54,1,0,3,11,1,925,17,0,1,0,0,0,1,0,0,1,0
264,63841.0,17,64,635,15,100,20,7,131,6,0,3,11,0,908,22,1,0,0,0,1,0,1,0,0,0
265,24480.0,20,46,4,19,9,28,25,17,7,0,3,11,0,102,10,1,0,1,0,0,0,0,1,0,0
266,51369.0,23,84,297,7,79,0,11,182,8,0,3,11,0,576,16,1,0,0,1,0,0,0,1,0,0
267,37760.0,25,20,84,5,38,150,12,28,7,0,3,11,0,317,13,0,0,0,1,0,0,0,1,0,0
268,65640.0,7,74,204,7,149,20,15,66,2,0,3,11,0,461,15,1,0,0,0,0,1,0,1,0,0
269,44319.0,5,18,26,0,8,0,0,3,5,0,3,11,0,37,7,2,0,0,0,1,0,0,1,0,0
270,30631.0,14,75,15,6,20,4,5,20,7,0,3,11,0,70,7,1,0,0,1,0,0,0,1,0,0
271,75278.0,20,17,304,98,230,150,74,74,3,0,3,11,0,930,23,0,0,0,1,0,0,0,1,0,0
272,50898.0,21,88,285,28,242,55,114,135,5,0,3,11,0,859,33,2,0,0,0,1,0,0,1,0,0
273,79946.0,4,19,395,183,565,166,141,28,3,0,3,11,0,1478,22,0,0,0,1,0,0,0,0,0,1
274,35416.0,15,62,248,3,81,4,3,51,8,0,3,11,0,390,16,0,0,0,0,1,0,1,0,0,0
275,32414.0,15,11,20,6,5,0,9,12,7,0,3,11,0,52,5,0,1,0,0,1,0,0,1,0,0
276,38361.0,9,74,39,0,56,20,8,14,7,0,3,11,0,137,10,1,0,0,1,0,0,0,1,0,0
277,82497.0,23,32,777,129,573,216,21,203,4,0,3,11,0,1919,19,0,1,0,1,0,0,0,1,0,0
278,16626.0,8,76,8,3,22,21,1,13,9,0,3,11,0,68,9,2,0,0,1,0,0,0,1,0,0
279,29672.0,19,6,9,1,3,0,4,8,6,0,3,11,0,25,4,2,0,0,1,0,0,0,1,0,0
280,55951.0,25,62,1241,0,80,0,13,40,8,0,3,11,0,1374,23,1,2,0,0,1,0,0,1,0,0
281,35388.0,19,20,6,4,7,4,3,8,7,0,3,11,0,32,5,1,0,0,0,1,0,1,0,0,0
282,42386.0,21,43,65,4,16,0,4,11,8,0,3,11,0,100,7,1,0,0,0,1,0,0,1,0,0
283,68627.0,21,45,395,15,263,60,54,38,1,0,3,11,0,825,12,0,0,0,1,0,0,0,0,1,0
284,57912.0,6,34,801,0,80,0,0,35,5,0,3,11,0,916,28,1,1,0,0,0,1,1,0,0,0
285,35246.0,5,53,36,0,12,2,2,10,5,0,3,11,0,62,11,2,0,0,1,0,0,1,0,0,0
286,58821.0,11,44,513,14,154,19,0,28,6,0,3,11,0,728,21,1,0,0,0,1,0,0,1,0,0
287,46377.0,7,89,37,0,46,4,3,0,4,0,3,11,0,90,7,1,0,0,0,0,1,0,1,0,0
288,39747.0,5,43,80,15,93,20,13,52,8,0,3,11,0,273,13,1,0,0,1,0,0,0,0,1,0
289,23976.0,9,68,14,1,21,2,3,25,7,0,3,11,0,66,10,1,0,0,1,0,0,0,1,0,0
290,80950.0,18,44,525,147,112,219,147,63,2,0,3,11,0,1213,23,0,1,0,0,1,0,0,1,0,0
291,27038.0,24,64,1,26,25,17,23,15,9,0,3,11,1,107,7,0,0,0,1,0,0,0,0,0,1
292,77457.0,7,85,675,11,400,15,45,11,1,0,3,11,0,1157,18,0,1,0,1,0,0,0,0,1,0
293,64100.0,12,93,509,0,27,0,0,10,7,0,3,11,0,546,18,1,1,0,0,1,0,0,1,0,0
294,42670.0,17,12,154,2,46,20,4,15,4,0,3,11,0,241,11,0,0,0,0,1,0,0,1,0,0
295,12571.0,8,86,3,5,14,2,12,17,6,0,3,11,0,53,11,1,0,0,1,0,0,1,0,0,0
296,22574.0,11,28,25,0,8,2,0,2,7,0,3,11,0,37,7,3,0,0,1,0,0,0,1,0,0
297,70893.0,20,42,768,44,561,77,44,14,3,0,3,11,0,1508,23,0,0,0,0,1,0,0,0,1,0
298,54198.0,9,13,185,0,28,3,2,17,4,0,3,11,0,235,16,2,0,0,1,0,0,0,1,0,0
299,28839.0,6,86,24,0,7,0,0,1,5,0,3,11,0,32,7,2,0,0,0,1,0,0,1,0,0
300,40321.0,14,59,44,4,21,6,0,27,7,0,3,11,0,102,8,2,0,0,1,0,0,0,1,0,0
301,66503.0,26,30,91,64,128,65,3,50,3,0,3,11,0,401,15,1,0,0,1,0,0,0,0,1,0
302,30833.0,14,33,11,0,7,3,1,6,5,0,3,11,0,28,6,2,0,0,1,0,0,0,1,0,0
303,64795.0,20,23,412,5,119,38,29,77,2,0,3,11,0,680,21,1,0,0,1,0,0,0,1,0,0
304,34421.0,15,81,3,3,7,6,2,9,7,0,3,11,0,30,4,1,0,0,1,0,0,0,1,0,0
305,47025.0,7,6,16,0,3,0,0,1,7,0,3,11,0,20,4,2,0,0,0,0,1,1,0,0,0
306,64325.0,20,41,731,60,353,78,12,73,7,0,3,11,0,1307,23,1,0,0,0,0,1,1,0,0,0
307,40464.0,21,78,424,17,118,7,23,41,8,0,3,11,0,630,24,1,0,0,1,0,0,0,0,1,0
308,62187.0,15,49,792,0,275,45,45,126,3,0,3,11,0,1283,18,0,0,0,1,0,0,0,1,0,0
309,14849.0,15,39,21,2,28,3,2,9,8,0,3,11,0,65,9,1,0,0,0,0,1,1,0,0,0
310,27255.0,11,3,22,1,11,0,1,2,7,0,3,11,0,37,5,1,0,0,1,0,0,0,1,0,0
311,54432.0,17,37,33,0,5,0,0,0,4,0,3,11,0,38,5,3,0,0,0,0,1,0,1,0,0
312,29999.0,19,22,68,7,59,10,5,11,8,0,3,11,0,160,12,1,0,0,0,0,1,0,0,1,0
313,24072.0,17,79,9,1,6,3,0,4,8,0,3,11,0,23,4,1,0,0,1,0,0,0,0,1,0
314,33996.0,12,46,40,2,15,8,0,6,4,0,3,11,0,71,6,0,0,0,0,0,1,0,0,1,0
315,66334.0,18,82,909,11,218,0,0,23,5,0,3,11,1,1161,19,1,0,0,0,0,1,0,1,0,0
316,35178.0,21,10,23,1,13,2,2,18,7,0,3,11,1,59,5,1,1,0,0,1,0,0,1,0,0
317,22010.0,15,51,11,2,9,3,0,8,8,0,3,11,0,33,7,1,0,0,1,0,0,0,1,0,0
318,62204.0,25,38,317,46,247,151,46,139,3,0,3,11,0,946,22,2,0,0,1,0,0,1,0,0,0
319,75693.0,22,10,797,153,293,72,97,30,4,0,3,11,1,1442,22,0,3,0,1,0,0,1,0,0,0
320,30675.0,23,14,10,2,16,11,2,21,8,0,3,11,0,62,5,1,0,0,1,0,0,0,1,0,0
321,83003.0,19,18,856,61,570,40,25,122,3,0,3,11,1,1674,22,0,1,0,1,0,0,0,1,0,0
322,68655.0,26,95,456,19,832,75,118,38,3,0,3,11,0,1538,21,0,0,0,1,0,0,0,0,1,0
323,41411.0,10,11,37,32,38,11,3,18,6,0,3,11,0,139,8,0,0,0,1,0,0,1,0,0,0
324,55212.0,22,65,1103,0,45,0,0,34,8,0,3,11,0,1182,20,1,2,0,0,0,1,0,1,0,0
325,59292.0,15,71,378,14,68,19,14,14,3,0,3,11,0,507,18,1,0,0,0,0,1,0,1,0,0
326,27190.0,13,13,1,6,7,0,1,3,8,0,3,11,1,18,4,1,1,1,0,0,0,0,1,0,0
327,82623.0,10,58,204,34,204,172,153,173,1,0,3,11,0,940,16,0,0,0,1,0,0,1,0,0,0
328,44300.0,15,65,30,0,9,0,0,3,6,0,3,11,0,42,6,2,0,0,1,0,0,0,1,0,0
329,84835.0,3,0,189,104,379,111,189,218,1,0,3,11,1,1190,15,0,0,0,1,0,0,1,0,0,0
330,30372.0,21,33,15,0,12,7,3,7,7,0,3,11,0,44,8,2,0,0,1,0,0,0,0,0,1
331,33181.0,9,90,9,0,3,0,0,4,6,0,3,11,0,16,4,1,1,0,0,1,0,0,1,0,0
332,71113.0,9,95,495,33,255,11,33,8,4,0,3,11,0,835,26,1,0,0,1,0,0,0,1,0,0
333,71952.0,21,93,656,80,455,52,107,93,4,0,3,11,0,1443,22,1,2,0,1,0,0,0,1,0,0
334,69759.0,11,38,452,20,514,13,30,0,3,0,3,11,1,1029,18,0,0,0,0,0,1,0,0,1,0
335,72099.0,23,18,546,91,410,119,0,22,1,0,3,11,0,1188,18,0,0,0,1,0,0,0,1,0,0
336,60000.0,21,57,1048,0,217,0,0,12,6,0,3,11,0,1277,24,1,0,0,0,0,1,0,0,1,0
337,38643.0,10,45,22,2,14,0,1,10,7,1,3,11,0,49,7,2,0,0,1,0,0,0,0,1,0
338,50737.0,17,61,78,0,11,0,0,10,6,0,3,11,0,99,7,1,1,0,1,0,0,0,1,0,0
339,68462.0,22,6,561,64,785,84,128,48,1,0,3,11,0,1670,15,0,0,0,0,0,1,0,1,0,0
340,65073.0,13,65,629,17,177,69,0,8,2,1,3,11,0,900,14,0,0,0,0,1,0,0,1,0,0
341,46681.0,12,52,269,15,69,15,19,38,5,0,3,11,0,425,16,2,0,0,0,0,1,0,1,0,0
342,78618.0,24,87,736,163,818,212,163,61,2,0,3,11,0,2153,22,0,1,0,1,0,0,0,1,0,0
343,62187.0,6,38,512,0,83,0,0,41,4,0,3,11,0,636,21,1,0,0,0,0,1,0,0,0,1
344,28442.0,7,53,19,3,10,11,8,6,4,0,3,11,0,57,10,2,0,0,1,0,0,0,1,0,0
345,37717.0,22,31,9,0,6,4,1,5,9,0,3,11,0,25,4,1,0,0,0,0,1,0,1,0,0
346,51479.0,21,67,247,8,160,6,8,65,7,0,3,11,0,494,22,2,0,0,1,0,0,0,1,0,0
347,54803.0,25,65,404,0,92,28,27,142,4,0,3,11,0,693,19,1,0,0,1,0,0,0,0,1,0
348,79530.0,16,64,333,0,815,129,42,29,2,0,3,11,0,1348,26,0,0,0,1,0,0,0,1,0,0
349,31615.0,18,82,2,3,20,6,11,9,7,0,3,11,0,51,7,1,0,0,1,0,0,1,0,0,0
350,72025.0,22,27,833,33,549,151,133,233,3,0,3,11,0,1932,16,0,0,0,1,0,0,0,1,0,0
351,52614.0,22,63,789,0,142,12,9,38,8,0,3,11,0,990,16,1,0,0,0,0,1,0,0,1,0
352,35684.0,5,66,10,4,7,0,6,3,6,0,3,11,0,30,5,1,0,0,0,1,0,0,1,0,0
353,48178.0,23,69,159,4,45,6,2,38,8,0,3,11,0,254,16,2,0,0,1,0,0,0,1,0,0
354,29548.0,13,52,7,1,6,3,1,11,4,0,3,11,0,29,5,1,1,0,0,1,0,0,0,1,0
355,63810.0,23,45,977,12,253,16,12,101,8,0,3,11,0,1371,23,1,1,0,1,0,0,0,0,1,0
356,38578.0,15,2,38,4,22,3,3,3,8,0,3,11,1,73,9,2,0,0,0,0,1,0,0,1,0
357,46098.0,25,86,57,0,27,0,0,36,8,0,3,11,0,120,11,2,0,0,0,1,0,0,0,1,0
358,22585.0,18,23,3,9,15,13,2,39,9,0,3,11,1,81,5,0,1,0,1,0,0,0,0,1,0
359,30279.0,21,13,10,4,14,4,4,1,8,0,3,11,0,37,5,1,0,0,1,0,0,0,0,1,0
360,66426.0,12,14,1043,24,97,32,24,157,6,0,3,11,0,1377,20,1,0,0,0,0,1,0,1,0,0
361,30822.0,15,92,3,9,13,2,12,12,7,0,3,11,0,51,5,1,0,0,1,0,0,0,0,1,0
362,33581.0,21,38,11,0,5,0,0,1,8,0,3,11,0,17,4,2,0,0,0,0,1,0,1,0,0
363,19986.0,10,74,3,6,5,0,2,6,7,0,3,11,0,22,4,1,0,0,1,0,0,0,1,0,0
364,27421.0,22,14,43,12,96,78,40,55,7,0,3,11,0,324,14,0,0,0,1,0,0,0,0,0,1
365,35688.0,25,94,73,3,90,12,1,32,8,0,3,11,0,211,16,3,0,0,0,1,0,0,1,0,0
366,36143.0,6,33,12,0,1,0,0,6,3,0,3,11,0,19,4,1,0,0,0,1,0,0,0,1,0
367,10245.0,16,32,4,7,7,6,4,13,5,0,3,11,0,41,8,1,0,0,1,0,0,0,0,1,0
368,43795.0,11,11,314,11,53,4,3,107,7,0,3,11,1,492,17,1,1,0,0,1,0,0,1,0,0
369,63381.0,24,78,571,50,142,33,50,159,2,0,3,11,0,1005,26,1,0,0,1,0,0,0,1,0,0
370,38823.0,25,56,70,0,11,2,8,23,6,0,3,11,0,114,7,1,0,0,1,0,0,0,1,0,0
371,83664.0,17,57,866,21,151,28,21,86,5,0,3,11,0,1173,19,2,0,0,0,0,1,1,0,0,0
372,90300.0,9,7,594,134,786,33,134,57,1,0,3,11,0,1738,19,0,1,0,1,0,0,0,1,0,0
373,62499.0,9,0,140,4,61,0,13,4,4,0,3,11,0,222,12,1,0,0,0,1,0,0,1,0,0
374,74293.0,5,66,375,152,335,93,91,81,2,0,3,11,0,1127,16,0,0,0,1,0,0,0,0,1,0
375,51012.0,17,86,102,9,63,2,9,24,6,0,3,11,0,209,10,0,0,0,0,0,1,0,1,0,0
376,70777.0,7,80,554,35,113,0,7,78,3,0,3,11,0,787,23,1,0,0,0,1,0,0,1,0,0
377,68682.0,12,56,919,0,505,99,30,45,2,0,3,11,0,1598,24,0,0,0,0,0,1,0,1,0,0
378,43824.0,25,18,96,1,42,12,3,32,8,0,3,11,0,186,12,2,0,0,1,0,0,0,1,0,0
379,15345.0,25,51,5,2,16,3,2,19,8,0,3,11,1,47,6,1,0,0,1,0,0,0,1,0,0
380,23442.0,21,71,2,0,6,8,6,5,7,0,3,11,0,27,5,1,0,0,1,0,0,0,0,1,0
381,14515.0,23,71,6,4,9,6,36,35,7,0,3,11,1,96,11,1,0,0,0,1,0,0,1,0,0
382,31395.0,18,80,23,1,25,0,8,7,6,0,3,11,0,64,10,2,0,0,0,1,0,1,0,0,0
383,75276.0,24,2,610,105,125,137,42,21,5,0,3,11,0,1040,23,0,0,0,1,0,0,0,1,0,0
384,42373.0,13,83,67,5,61,3,8,19,5,0,3,11,0,163,13,2,0,0,1,0,0,0,0,1,0
385,30507.0,19,29,65,36,74,38,20,110,7,0,3,11,0,343,11,0,0,0,1,0,0,0,1,0,0
386,55521.0,11,11,416,0,26,0,0,4,7,0,3,11,1,446,24,3,1,0,0,0,1,0,0,1,0
387,48006.0,3,55,23,0,11,3,2,2,6,0,3,11,0,41,5,2,0,0,1,0,0,0,1,0,0
388,27213.0,25,19,19,3,26,10,9,3,8,0,3,11,1,70,9,1,0,0,0,0,1,0,0,1,0
389,65808.0,4,1,155,7,80,13,7,10,6,0,3,11,0,272,14,2,0,0,0,0,1,1,0,0,0
390,30351.0,16,19,14,0,24,3,3,2,9,0,3,11,0,46,6,1,0,0,0,0,1,0,1,0,0
391,50437.0,23,28,370,9,92,6,9,4,7,0,3,11,0,490,19,2,0,0,1,0,0,0,1,0,0
392,23616.0,22,76,4,22,11,3,7,32,8,0,3,11,1,79,8,1,0,0,0,1,0,0,0,1,0
393,53858.0,23,50,407,53,221,58,150,26,4,0,3,11,0,915,17,1,0,0,1,0,0,0,1,0,0
394,66465.0,18,1,1200,0,204,38,29,14,6,0,3,11,0,1485,35,1,1,0,0,0,1,0,1,0,0
395,46923.0,25,90,85,44,54,102,78,6,7,0,3,11,0,369,16,1,0,0,1,0,0,0,0,1,0
396,75072.0,20,83,583,34,309,0,22,125,3,0,3,11,0,1073,19,1,0,0,1,0,0,0,1,0,0
397,75865.0,6,73,483,0,591,156,0,12,1,0,3,11,0,1242,19,0,0,0,0,0,1,0,1,0,0
398,19789.0,10,24,2,5,9,28,6,28,5,0,3,11,0,78,9,1,1,0,0,1,0,0,1,0,0
399,80134.0,7,11,966,26,282,52,26,26,5,0,3,11,0,1378,21,0,4,0,1,0,0,0,1,0,0
400,91065.0,19,33,822,114,108,179,137,114,3,0,3,11,1,1474,26,0,2,0,1,0,0,0,0,1,0
401,49505.0,19,4,604,0,100,19,0,28,8,0,3,11,0,751,29,2,0,0,0,1,0,0,1,0,0
402,37401.0,5,14,19,3,19,3,1,3,7,0,3,11,0,48,7,1,0,0,0,0,1,0,1,0,0
403,30096.0,4,30,5,3,11,12,5,9,6,0,3,11,0,45,6,1,0,0,1,0,0,0,1,0,0
404,18492.0,4,75,2,2,2,2,1,1,8,0,3,11,0,10,4,1,0,0,0,1,0,0,1,0,0
405,82584.0,16,26,1076,68,103,29,91,68,1,0,3,11,1,1435,16,0,2,0,0,1,0,0,1,0,0
406,93027.0,17,77,1285,42,716,55,0,21,2,0,3,11,0,2119,22,0,1,0,0,0,1,0,1,0,0
407,48686.0,10,8,10,0,7,2,0,1,8,0,3,11,0,20,4,3,0,0,1,0,0,0,1,0,0
408,92910.0,5,42,551,137,792,179,103,33,1,0,3,11,0,1795,27,0,3,0,1,0,0,0,1,0,0
409,75433.0,6,28,800,0,297,0,34,57,6,0,3,11,0,1188,19,1,2,0,1,0,0,0,1,0,0
410,10404.0,5,52,2,2,11,10,6,12,5,0,3,11,0,43,7,1,0,0,0,1,0,0,1,0,0
411,61314.0,17,1,378,0,189,97,172,172,3,0,3,11,0,1008,24,1,0,0,1,0,0,0,1,0,0
412,84865.0,17,1,1248,16,349,43,16,16,4,0,3,11,1,1688,16,0,4,0,0,0,1,0,0,1,0
413,42387.0,23,42,235,0,235,19,4,191,8,0,3,11,0,684,21,1,0,0,1,0,0,0,1,0,0
414,67309.0,20,76,515,47,181,149,95,95,7,0,3,11,0,1082,39,2,0,0,0,1,0,0,1,0,0
415,75236.0,10,27,438,66,400,12,38,114,4,0,3,11,0,1068,25,1,0,0,1,0,0,0,1,0,0
416,30015.0,8,28,25,0,22,2,3,5,5,0,3,11,0,57,7,1,0,0,1,0,0,0,0,1,0
417,50943.0,15,49,31,0,7,2,0,6,5,0,3,11,0,46,5,1,0,0,0,1,0,0,1,0,0
418,67272.0,9,12,357,35,271,28,28,14,5,0,3,11,0,733,23,1,0,0,1,0,0,1,0,0,0
419,51529.0,13,14,400,4,35,6,0,22,8,0,3,11,0,467,17,1,0,0,0,1,0,0,0,0,1
420,32011.0,13,89,99,0,15,2,1,5,7,0,3,11,0,122,10,1,0,0,0,0,1,0,1,0,0
421,7500.0,20,96,1,11,5,4,6,9,8,0,3,11,0,36,7,1,0,0,0,1,0,0,1,0,0
422,28691.0,15,56,5,4,13,8,0,4,8,0,3,11,0,34,5,1,0,0,1,0,0,0,1,0,0
423,56223.0,9,72,77,28,31,16,0,4,4,0,3,11,0,156,10,1,0,0,0,0,1,0,1,0,0
424,18100.0,14,14,3,1,2,4,3,1,5,0,3,11,0,14,4,0,0,0,1,0,0,0,1,0,0
425,30279.0,21,13,10,4,14,4,4,1,8,0,3,11,0,37,5,1,0,0,1,0,0,0,0,1,0
426,20130.0,6,99,0,6,3,7,6,12,8,0,3,11,0,34,5,0,0,0,0,1,0,0,1,0,0
427,23295.0,14,72,0,0,1,2,12,5,8,0,3,11,0,20,4,0,0,0,1,0,0,1,0,0,0
428,42618.0,12,92,76,14,74,13,5,10,8,0,3,11,0,192,11,1,0,0,0,1,0,1,0,0,0
429,81246.0,9,87,398,190,537,61,156,37,1,0,3,11,0,1379,17,0,2,0,1,0,0,0,0,1,0
430,24027.0,16,7,14,7,11,11,0,5,8,0,3,11,0,48,7,1,0,0,1,0,0,0,1,0,0
431,55707.0,9,91,208,7,82,30,66,35,3,0,3,11,0,428,16,1,0,0,0,0,1,0,1,0,0
432,57959.0,17,71,430,16,322,43,24,33,3,0,3,11,0,868,27,1,0,0,1,0,0,0,0,1,0
433,56796.0,19,24,656,38,161,62,47,37,7,0,3,11,0,1001,27,1,0,0,1,0,0,0,1,0,0
434,36230.0,11,17,14,2,30,8,2,3,5,0,3,11,0,59,7,1,0,0,0,1,0,0,0,1,0
435,70829.0,10,87,141,70,106,72,19,23,3,0,3,11,0,431,16,2,0,0,0,1,0,0,1,0,0
436,65991.0,25,21,507,19,364,25,47,9,7,0,3,11,0,971,27,1,0,0,1,0,0,0,1,0,0
437,38988.0,25,90,164,24,103,12,3,42,8,0,3,11,0,348,19,3,0,0,1,0,0,0,1,0,0
438,89572.0,25,44,606,24,974,197,194,64,4,0,3,11,1,2059,24,0,2,0,0,1,0,0,0,1,0
439,42207.0,18,71,116,11,72,3,17,46,6,0,3,11,1,265,14,1,1,0,0,1,0,0,1,0,0
440,50300.0,4,52,143,15,60,24,23,5,2,0,3,11,0,270,13,1,0,0,1,0,0,0,1,0,0
441,66664.0,24,78,398,96,447,220,96,32,3,0,3,11,0,1289,19,0,0,0,0,1,0,0,1,0,0
442,60597.0,9,2,522,0,257,32,16,66,7,0,3,11,1,893,16,1,1,0,1,0,0,0,1,0,0
443,70165.0,12,60,161,0,253,199,191,122,1,0,3,11,0,926,22,0,0,0,1,0,0,0,0,0,1
444,50520.0,8,25,112,0,6,2,1,14,6,0,3,11,0,135,9,1,0,0,0,0,1,0,0,0,1
445,80124.0,3,47,483,84,398,205,84,241,1,0,3,11,0,1495,19,0,1,0,1,0,0,0,1,0,0
446,33183.0,7,46,7,5,39,17,15,37,7,0,3,11,0,120,9,1,0,0,1,0,0,0,1,0,0
447,66582.0,7,83,789,25,420,16,38,0,1,0,3,11,0,1288,20,0,0,0,0,0,1,0,0,1,0
448,75261.0,17,17,1239,17,413,23,34,17,2,0,3,11,1,1743,17,0,2,0,0,0,1,0,1,0,0
449,31880.0,23,13,4,1,5,2,0,3,8,0,3,11,0,15,4,1,0,0,1,0,0,0,0,0,1
450,53790.0,7,86,335,42,127,28,5,5,6,0,3,11,0,542,20,2,0,0,1,0,0,0,1,0,0
451,49269.0,26,92,639,8,166,11,8,58,7,0,3,11,0,890,25,1,0,0,0,0,1,0,1,0,0
452,61456.0,18,47,563,76,384,84,192,89,4,0,3,11,0,1388,33,1,0,0,1,0,0,0,1,0,0
453,37406.0,11,18,2,0,8,2,2,3,8,0,3,11,1,17,4,1,0,0,1,0,0,0,1,0,0
454,56937.0,26,81,746,8,125,11,8,8,6,0,3,11,1,906,30,1,1,0,0,0,1,0,1,0,0
455,38415.0,21,91,22,1,13,4,0,4,7,0,3,11,0,44,6,2,0,0,1,0,0,0,1,0,0
456,20518.0,4,58,4,1,6,4,1,9,5,0,3,11,0,25,5,1,0,0,1,0,0,0,0,1,0
457,62503.0,19,40,478,0,193,110,75,117,5,0,3,11,0,973,26,1,0,0,1,0,0,0,1,0,0
458,41644.0,4,67,20,3,4,2,0,2,3,0,3,11,0,31,6,2,0,0,0,0,1,0,0,1,0
459,55842.0,4,19,451,0,39,0,4,24,5,0,3,11,0,518,17,1,0,0,0,1,0,0,1,0,0
460,62010.0,23,93,371,22,39,6,0,92,5,0,3,11,0,530,19,1,0,0,0,0,1,0,1,0,0
461,41124.0,23,41,281,7,84,15,0,119,8,0,3,11,0,506,21,1,0,0,1,0,0,0,1,0,0
462,38961.0,9,60,19,7,19,0,1,24,7,0,3,11,0,70,6,1,0,0,0,1,0,0,1,0,0
463,37760.0,13,54,26,3,13,2,10,0,6,0,3,11,0,54,6,1,0,0,0,1,0,1,0,0,0
464,32233.0,25,26,138,15,35,25,11,72,9,0,3,11,1,296,12,1,1,0,1,0,0,0,0,1,0
465,43057.0,11,30,213,2,44,0,2,5,5,0,3,11,0,266,15,1,0,0,1,0,0,0,1,0,0
466,83151.0,24,93,407,28,100,120,74,18,3,0,3,11,0,747,19,0,0,0,0,1,0,0,1,0,0
467,78825.0,25,35,483,74,114,169,37,18,3,0,3,11,1,895,29,0,0,0,0,0,1,1,0,0,0
468,65104.0,10,4,738,0,232,13,20,50,7,0,3,11,0,1053,17,1,0,0,0,1,0,0,1,0,0
469,60093.0,15,92,502,12,109,16,6,90,6,0,3,11,0,735,21,1,0,0,1,0,0,0,1,0,0
470,14045.0,8,24,11,0,5,2,1,1,7,0,3,11,0,20,5,1,0,0,1,0,0,0,1,0,0
471,28457.0,23,96,24,1,108,29,29,14,8,0,3,11,0,205,10,0,0,0,0,1,0,0,0,0,1
472,78952.0,24,11,1170,19,594,99,76,134,6,0,3,11,0,2092,21,1,0,0,0,0,1,0,1,0,0
473,46310.0,22,99,185,2,88,15,5,14,8,0,3,11,0,309,14,1,0,0,1,0,0,1,0,0,0
474,76005.0,19,72,983,20,389,240,50,40,6,0,3,11,0,1722,22,0,1,0,1,0,0,0,1,0,0
475,58308.0,21,77,691,0,69,10,0,130,8,0,3,11,0,900,15,1,0,0,0,1,0,0,0,1,0
476,55614.0,10,85,504,13,131,8,0,26,7,0,3,11,0,682,20,0,1,0,0,0,1,1,0,0,0
